IMG_20210824_150044.jpg	7287	-554	-6311
IMG_20210824_150048.jpg	6832	-2625	-6301
IMG_20210824_150052.jpg	5672	-4892	-6198
IMG_20210824_150056.jpg	3942	-6679	-5856
IMG_20210824_150104.jpg	763	-7815	-5886
IMG_20210824_150121.jpg	-4419	-6916	-5520
IMG_20210824_150125.jpg	-5714	-5645	-5799
IMG_20210824_150128.jpg	-6966	-3416	-6170
IMG_20210824_150132.jpg	-7442	-892	-6464
IMG_20210824_150138.jpg	-7193	1974	-6434
IMG_20210824_150142.jpg	-6723	3396	-6373
IMG_20210824_150148.jpg	-5477	5670	-5839
IMG_20210824_150152.jpg	-3665	6974	-5771
IMG_20210824_150158.jpg	-1890	7836	-5498
IMG_20210824_150200.jpg	-1976	7864	-5405
IMG_20210825_182156.jpg	2088	7884	-5216
IMG_20210825_182203.jpg	5736	5806	-4977
IMG_20210825_182206.jpg	6980	4149	-5058
IMG_20210825_182209.jpg	7881	2063	-5114
IMG_20210825_182215.jpg	7260	-112	-6496
