IMG_20210824_151122.jpg	7718	96	-5826
IMG_20210824_151126.jpg	6877	-2306	-6250
IMG_20210824_151130.jpg	6140	-4187	-6187
IMG_20210824_151134.jpg	4196	-6558	-5899
IMG_20210824_151139.jpg	1381	-7897	-5640
IMG_20210824_151143.jpg	-1143	-8019	-5579
IMG_20210824_151151.jpg	-1388	-8660	-4483
IMG_20210824_151155.jpg	-1481	-8593	-4669
IMG_20210824_151159.jpg	-3812	-7817	-4775
IMG_20210824_151205.jpg	-5667	-5917	-5580
IMG_20210824_151210.jpg	-6867	-4478	-5619
IMG_20210824_151215.jpg	-7694	-2904	-5472
IMG_20210824_151219.jpg	-8504	-890	-5043
IMG_20210824_151227.jpg	-7113	4815	-4828
IMG_20210824_151234.jpg	-3862	7644	-4667
IMG_20210824_151238.jpg	-1667	8487	-4557
