IMG_20210824_155157.jpg	277	6762	-7054
IMG_20210824_155209.jpg	3974	5630	-6796
IMG_20210824_155217.jpg	4923	2865	-7802
IMG_20210824_155221.jpg	5459	892	-7850
IMG_20210824_155225.jpg	5070	-2508	-7814
IMG_20210824_155228.jpg	3742	-4410	-7665
IMG_20210824_155235.jpg	3130	-5766	-7120
IMG_20210824_155237.jpg	3122	-5826	-7075
IMG_20210824_155240.jpg	904	-6753	-7026
IMG_20210824_155245.jpg	-349	-7033	-6828
IMG_20210824_155249.jpg	-2215	-6788	-6933
IMG_20210824_155251.jpg	-2394	-6450	-7027
IMG_20210824_155256.jpg	-4783	-4900	-7225
IMG_20210824_155259.jpg	-6126	-3099	-7107
IMG_20210824_155305.jpg	-7037	-1620	-6659
IMG_20210824_155309.jpg	-5776	1564	-7795
IMG_20210824_155312.jpg	-4802	3597	-7880
IMG_20210824_155315.jpg	-3490	5659	-7178
IMG_20210824_155318.jpg	-1836	6891	-6572
IMG_20210824_155321.jpg	-666	7227	-6452
