-2025.678466663767	3825.42143288251
-795.5788909982467	4791.904466483747
1231.9308942312848	4872.3139097769845
2277.8296845521004	4749.183885131447
4366.349261569338	4217.518875071703
5980.315887672343	2375.7434809786437
6719.363765899383	1193.0768782183168
5639.384190906795	-1068.4830560983219
5761.485203695647	-1486.8873603795105
4544.370488841327	-2092.375464549995
3481.2448734174814	-2353.8931693409704
2031.3054614932073	-1467.4381142583097
-235.34885835940065	-545.3007097699349
-172.55356340026123	-524.7808998363535
-1850.8309453849865	272.53981433593236
