IMG_20210824_154947.jpg	3279	7071	-5777
IMG_20210824_154951.jpg	5107	5360	-6164
IMG_20210824_154957.jpg	6258	2155	-7089
IMG_20210824_155000.jpg	6150	62	-7336
IMG_20210824_155007.jpg	5039	-4363	-7159
IMG_20210824_155023.jpg	1146	-7057	-6603
IMG_20210824_155030.jpg	-1046	-7706	-6107
IMG_20210824_155038.jpg	-4974	-5951	-6129
IMG_20210824_155044.jpg	-5408	-5904	-5871
IMG_20210824_155047.jpg	-6798	-4031	-6043
IMG_20210824_155052.jpg	-7397	-2142	-6181
IMG_20210824_155057.jpg	-6740	345	-7265
IMG_20210824_155104.jpg	-4750	5025	-7016
IMG_20210824_155106.jpg	-4758	4852	-7125
IMG_20210824_155112.jpg	-2671	7085	-6171
