IMG_20210824_163339.jpg	-174	6385	-7346
IMG_20210824_163347.jpg	3564	4867	-7529
IMG_20210824_163351.jpg	5260	2798	-7561
IMG_20210824_163358.jpg	5872	-1853	-7409
IMG_20210824_163402.jpg	4021	-4140	-7791
IMG_20210824_163405.jpg	2543	-5526	-7732
IMG_20210824_163410.jpg	1868	-6445	-7253
IMG_20210824_163413.jpg	272	-6722	-7089
IMG_20210824_163417.jpg	-2165	-6557	-7027
IMG_20210824_163420.jpg	-4048	-4975	-7430
IMG_20210824_163423.jpg	-5354	-3747	-7456
IMG_20210824_163428.jpg	-6226	-1270	-7770
IMG_20210824_163436.jpg	-4644	3939	-7701
IMG_20210824_163438.jpg	-2572	5769	-7445
IMG_20210824_163441.jpg	-1264	6513	-7175
