IMG_20210824_153402.jpg	5408	-286	-7983
IMG_20210824_153405.jpg	4911	-1890	-8176
IMG_20210824_153409.jpg	5235	-3862	-7190
IMG_20210824_153412.jpg	3559	-5751	-7224
IMG_20210824_153416.jpg	1598	-6789	-7260
IMG_20210824_153419.jpg	73	-6624	-7123
IMG_20210824_153423.jpg	-563	-6932	-6900
IMG_20210824_153426.jpg	-2916	-6323	-6984
IMG_20210824_153429.jpg	-4944	-4573	-7282
IMG_20210824_153432.jpg	-6006	-2561	-7441
IMG_20210824_153436.jpg	-6523	-1065	-7428
IMG_20210824_153439.jpg	-6283	1119	-7519
IMG_20210824_153445.jpg	-5301	4107	-7177
IMG_20210824_153448.jpg	-3781	5806	-6856
IMG_20210824_153449.jpg	-3843	5788	-6896
IMG_20210824_153502.jpg	-484	7127	-6511
IMG_20210824_153510.jpg	4006	5518	-6889
IMG_20210824_153513.jpg	5354	3073	-7450
IMG_20210824_153516.jpg	5745	1486	-7762
