IMG_20210402_172337.jpg	4658	-5057	-6815
IMG_20210402_172349.jpg	761	-7318	-6505
IMG_20210402_172401.jpg	-3919	-6392	-6452
IMG_20210402_172410.jpg	-6362	-3849	-6686
IMG_20210402_172416.jpg	-6899	-369	-7189
IMG_20210402_172425.jpg	-6220	3614	-6805
IMG_20210402_172433.jpg	-1658	7229	-6377
IMG_20210402_172934.jpg	4162	1579	-8604
IMG_20210402_172944.jpg	2567	-4032	-8558
IMG_20210402_172955.jpg	358	-5508	-8133
IMG_20210402_173010.jpg	-3892	-6163	-6730
IMG_20210402_173018.jpg	-5114	-3404	-7839
IMG_20210402_173030.jpg	-4813	2745	-8224
IMG_20210402_173037.jpg	-2108	4867	-8303
IMG_20210403_183507.jpg	117	5542	-8157
IMG_20210403_183532.jpg	3087	1344	-8989
