IMG_20210824_155442.jpg	-511	6294	-7417
IMG_20210824_155446.jpg	1976	6088	-7266
IMG_20210824_155451.jpg	3880	4455	-7793
IMG_20210824_155506.jpg	4606	2654	-7950
IMG_20210824_155510.jpg	5169	417	-8191
IMG_20210824_155511.jpg	5057	519	-8229
IMG_20210824_155515.jpg	4812	-1560	-8284
IMG_20210824_155518.jpg	4870	-1594	-8116
IMG_20210824_155521.jpg	4126	-3019	-8272
IMG_20210824_155523.jpg	4187	-3116	-8149
IMG_20210824_155526.jpg	2572	-4518	-8270
IMG_20210824_155527.jpg	2637	-4660	-8030
IMG_20210824_155530.jpg	1555	-5589	-7995
IMG_20210824_155533.jpg	196	-5838	-7982
IMG_20210824_155540.jpg	-2653	-6406	-7094
IMG_20210824_155545.jpg	-3683	-4627	-7962
IMG_20210824_155548.jpg	-4109	-3620	-8147
IMG_20210824_155551.jpg	-4844	-2685	-8073
IMG_20210824_155555.jpg	-5471	-1490	-8205
IMG_20210824_155559.jpg	-5416	187	-8307
IMG_20210824_155602.jpg	-4947	1895	-8312
IMG_20210824_155606.jpg	-4387	3613	-8013
IMG_20210824_155608.jpg	-3064	5181	-7826
IMG_20210824_155611.jpg	-1627	5877	-7694
IMG_20210824_155614.jpg	-224	6048	-7656
IMG_20210824_155617.jpg	2461	5426	-7532
