IMG_20210824_161124.jpg	-218	7718	-5854
IMG_20210824_161127.jpg	1706	7438	-5987
IMG_20210824_161131.jpg	3955	6422	-6003
IMG_20210824_161136.jpg	5818	4231	-6498
IMG_20210824_161139.jpg	6892	1810	-6541
IMG_20210824_161141.jpg	7010	-547	-6635
IMG_20210824_161145.jpg	6439	-3693	-6157
IMG_20210824_161149.jpg	4660	-5966	-6074
IMG_20210824_161156.jpg	3882	-6565	-6052
IMG_20210824_161159.jpg	1440	-7227	-6365
IMG_20210824_161202.jpg	-808	-7502	-6252
IMG_20210824_161206.jpg	-4064	-6690	-5972
IMG_20210824_161209.jpg	-5868	-5179	-6093
IMG_20210824_161214.jpg	-6907	-3276	-6312
IMG_20210824_161217.jpg	-7312	-681	-6628
IMG_20210824_161220.jpg	-6763	2428	-6708
IMG_20210824_161224.jpg	-5497	4603	-6729
IMG_20210824_161227.jpg	-3510	6165	-6722
IMG_20210824_161232.jpg	-1295	7119	-6470
